2;3;4;5;6;7;1;8;9
1;9;5;8;2;3;4;6;7
6;7;8;1;4;9;2;3;5
3;4;7;9;1;6;5;2;8
5;1;6;4;8;2;9;7;3
8;2;9;3;7;5;6;1;4
4;8;2;7;5;1;3;9;6
7;6;3;2;9;4;8;5;1
9;5;1;6;3;8;7;4;2
